id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	cpp.diff	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	sens	glu.age	glu.weight	glucose	rip.age	rip.weight	tail	wild	brain	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim
46010	50	AGR	BrF49-13	45325	45324	105	106	21	0.625	6/20/2012	TestF50-04	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	5	31.4	2	31.6	0	32.3	4	32.7	4	32.7	4	34.2	5	2058	1905	1635	2065	1844	2212	11719	144.9	142	167.3	156.2	195.5	135.6	941.5	0.52	26	19	26	25	28	34	158	330	391	378	262	279	251	1891	343	304	192	290	419	424	1972	310	425	431	347	257	338	2108	342	245	290	158	194	235	1464	1483	1284	1336	918	1004	946	6971	184.9	151.2	187.6	194.9	142.1	153	1013.7	0.56317	32	30	29	17	18	19	145	0.040111111	0	0	0	0	0	0	0	217	78	39.9	128	82	42.6	8.6	NA	n	36	64	3	56.71231651	71.88954529	73.08270677	67.22818952	69.75	23.83333333	32
46011	50	AGL	BrF49-13	45325	45324	105	106	21	0.625	6/20/2012	TestF50-03	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	2	24	0	23.8	0	23.5	4	24.2	0	23.8	6	25	5	1903	2028	2241	1653	2146	1717	11688	165.1	191.1	202.5	154.6	225.1	137	1075.4	0.6	22	35	32	21	33	25	168	360	342	425	398	384	543	2452	407	252	395	343	304	192	1893	693	722	723	723	560	545	3966	352	287	186	250	272	145	1492	2962	2235	1562	1497	1733	871	10860	182	176.5	158.7	143.3	179.4	111.2	951.1	0.52839	60	40	25	25	33	17	200	-0.069055556	0	0	0	0	0	0	0	1514	78	27.8	69	82	28.2	8.7	NA	n	26.8	64	4	34.4197026	55.84535316	60.31375465	50.1929368	90	-11	31
46012	50	BL	BrF49-14	45328	45320	103	106	21	0.75	6/20/2012	TestF50-04	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	6	27.4	1	28	0	27.7	3	27.5	0	27.4	4	28	4	1742	1836	1906	1922	1697	2076	11179	206.8	140.1	153.2	197.4	195.7	189	1082.2	0.6	25	28	37	38	35	36	199	225	317	264	307	357	368	1838	304	192	290	419	424	296	1925	390	553	503	485	558	395	2884	236	236	187	139	202	206	1206	2102	2090	1792	1986	1618	1953	11541	181.5	189.5	161.5	161.9	155.6	196.1	1046.1	0.58117	33	38	35	26	37	30	199	-0.020055556	0	0	0	0	0	0	0	1046	78	33.6	93	82	35.5	9.2	NA	n	30.7	64	4	40.57950728	55.66349384	68.79899216	55.01399776	32.70833333	-17.16666667	33
46013	50	AGL	BrF49-14	45328	45320	103	106	21	0.75	6/20/2012	TestF50-05	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	7	20.2	5	20.5	0	20.5	4	21	0	20.9	6	22.2	3	1169	1059	1081	1051	802	907	6069	157.5	185.3	142.3	122.2	194.5	113.4	915.2	0.51	25	22	23	25	16	22	133	267	322	410	355	288	342	1984	192	290	419	424	296	208	1829	375	385	284	429	464	380	2317	350	289	270	242	228	279	1658	1627	1427	1165	1066	724	931	6940	153.3	110.1	117.6	152.5	112.7	112.3	758.5	0.42139	42	34	25	24	19	24	168	-0.087055556	0	0	0	0	0	0	0	333	78	24.4	92	82	26.2	8.6	NA	y	22.1	64	1	53.80072464	70.8134058	76.2192029	66.94444444	29.16666667	-19.83333333	44
46014	50	AGL	BrF49-18	45340	45380	99	97	21	0.555555556	6/20/2012	TestF50-05	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	8	22.3	0	23.2	0	23.6	7	24	3	23.9	5	25	8	1865	1911	1768	1496	1188	1111	9339	173.6	210.9	175.5	161.6	187.7	145.3	1054.6	0.59	29	38	38	33	27	28	193	326	218	230	224	167	188	1353	290	419	424	296	208	394	2031	309	292	227	211	243	294	1576	197	137	187	133	132	158	944	2054	1586	1195	1190	966	917	7908	177.7	210.4	177.8	207.9	219.1	222.7	1215.6	0.67533	52	45	28	39	21	27	212	0.089444444	0	0	0	0	0	0	0	223	78	28.1	86	82	29.3	7.6	NA	n	26.5	64	2	25.10451296	34.41238886	39.97222606	33.16304263	73.95833333	-21.16666667	30
46015	50	AGR	BrF49-18	45340	45380	99	97	21	0.555555556	6/20/2012	TestF50-06	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	1	28.9	9	29.5	0	29.4	6	29.5	0	28.6	10	27.7	6	1860	1684	1746	1629	1596	1261	9776	168.5	123.4	127.3	116.7	116.7	152.5	805.1	0.45	27	35	40	41	28	29	200	494	414	338	307	364	381	2298	424	296	208	394	267	308	1897	731	448	490	493	543	597	3302	352	244	280	323	218	223	1640	2701	2908	2306	1816	1530	1893	13154	173.9	139	172.7	141.7	135.4	162	924.7	0.51372	33	40	21	27	20	32	173	0.066444444	0	0	0	0	0	0	0	1004	78	33.8	110	82	37.2	9	NA	n	31.3	64	1	45.90215763	58.69987243	63.54706307	56.04969771	40.75	-31.33333333	41
46016	50	BR	BrF49-22	45385	45314	95	103	21	0.545454545	6/19/2012	TestF50-06	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	2	32.1	6	32	1	31.7	7	32.3	1	31.9	6	32.6	5	1924	2049	2097	2314	2420	2219	13023	107.1	141	143.1	113.1	162.5	141.3	808.1	0.45	27	35	32	33	32	50	209	277	302	199	324	261	252	1615	296	208	394	267	308	403	1876	409	456	406	352	331	369	2323	275	331	270	257	283	258	1674	2247	2114	2245	1786	2048	2117	12557	196.5	221	172.7	216.2	173	160.1	1139.5	0.63306	29	30	32	30	38	40	199	0.184111111	0	0	0	0	0	0	0	708	79	39.4	99	83	41.5	8.6	NA	y	36.4	65	2	37.51470588	58.68983957	71.83957219	56.01470588	100.0833333	-13.66666667	25
46017	50	WR	BrF49-22	45385	45314	95	103	21	0.545454545	6/19/2012	TestF50-05	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	9	20.5	5	21.1	0	21.5	5	22	0	21.8	5	22.6	4	2223	1815	1940	1802	1797	1763	11340	172.4	195.7	182.8	168.7	210	163.9	1093.5	0.61	32	29	30	30	33	34	188	NA	NA	NA	NA	NA	NA	NA	419	424	296	208	394	267	2008	584	566	507	365	426	398	2846	334	278	271	287	237	271	1678	2792	2254	2285	1939	2132	2070	13472	155.1	157.8	140.8	174.9	192.7	173.5	994.8	0.55267	44	32	39	40	45	39	239	-0.054833333	0	10.8	0	0	0	0	0	NA	79	22.2	87	83	23.3	8	NA	n	22.9	65	3	15.47169811	24.40251572	38.86792453	26.24737945	79.54166667	-53.5	29
46019	50	WL	BrF49-23	45434	45315	83	103	21	0.666666667	6/19/2012	TestF50-05	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	10	26.4	0	26	0	25.7	5	25.8	0	25.5	7	27.1	2	3063	2578	2559	1578	2251	1805	13834	194.9	207.6	187.1	231.9	179.9	189.8	1191.2	0.66	39	30	29	21	27	18	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	382	300	201	185	192	164	1424	238	185	213	222	69	175	1102	2439	2446	2052	1764	2034	1693	12428	183.9	178.7	173.1	230.9	199.3	154.4	1120.3	0.62239	37	41	28	25	48	28	207	-0.039388889	0	10.8	0	0	0	0	0	NA	79	28.7	104	83	28	7.9	NA	n	28.4	65	4	14.51741337	40.0275547	53.80706119	36.11734309	94.54166667	4.166666667	55
46020	50	WR	BrF49-23	45434	45315	83	103	21	0.666666667	6/19/2012	TestF50-06	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	3	32.3	1	32.7	0	32.5	8	32.9	0	32.8	9	33.4	5	2201	2143	1771	2149	1852	2214	12330	147	191.1	143.4	158	177.9	153.5	970.9	0.54	19	21	21	23	27	27	138	296	242	161	169	158	125	1151	208	394	267	308	403	611	2191	388	345	164	173	194	100	1364	242	313	162	194	137	182	1230	1994	1671	1332	1244	1430	1061	8732	170.3	189.6	201.1	152.4	202.5	223.8	1139.7	0.63317	36	27	21	27	24	21	156	0.093777778	0	0	0	0	0	0	0	213	79	38.9	82	83	40.5	8.7	NA	n	34.8	65	3	12.2327044	32.84249385	38.90347279	27.99289035	70.16666667	-19.66666667	33
46023	50	AGL	BrF49-24	45383	45318	95	103	21	0.3	6/19/2012	TestF50-06	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	4	25.1	0	25.2	0	25.1	3	25.4	0	25.8	5	26.8	4	2140	1609	1541	1383	1401	1253	9327	147.2	179.6	167.8	121.6	138	153.7	907.9	0.5	28	20	26	18	23	21	136	519	428	385	451	466	313	2562	394	267	308	403	611	158	2141	580	497	485	372	414	406	2754	356	230	291	284	245	193	1599	2747	1791	1367	1534	1418	1189	10046	185.1	202.7	216.7	179.5	191.6	196.2	1171.8	0.651	44	33	13	23	18	18	149	0.146611111	0	0	0	0	0	0	0	192	79	31.8	61	83	33.2	8.8	NA	n	28.8	65	4	25.20974098	43.93423572	51.99401059	40.3793291	95.04166667	-31.33333333	57
46024	50	WR	BrF49-24	45392	45446	95	103	21	0.3	6/19/2012	TestF50-07	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	5	24.3	4	25.1	0	25.4	6	26	0	26	5	26.2	3	1483	1126	994	860	1140	1001	6604	155.7	160.8	167.2	136.3	135.7	156.2	911.9	0.51	29	26	27	18	26	30	156	457	163	180	183	235	251	1469	267	308	403	611	158	450	2197	329	272	231	343	327	197	1699	277	160	157	143	155	155	1047	1335	1077	1102	1295	957	1008	6774	150.1	215.1	194.3	200.1	199.1	201.2	1159.9	0.64439	25	24	24	31	26	27	157	0.137777778	0	0	0	0	0	0	0	230	79	28.8	100	83	29.6	8.7	NA	n	27.5	65	4	47.19722927	53.34232173	74.75539613	58.43164904	71.875	-62.5	26
46027	50	AGR	BrF49-31	45397	45364	95	96	21	0.5	6/21/2012	TestF50-07	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	47	6	26.1	5	26.9	0	27.4	6	27.9	1	28.2	8	28	4	1966	2007	1803	1236	1497	1458	9967	147.3	160.7	150.3	121.9	181.1	161	922.3	0.51	26	27	24	19	27	26	149	368	336	291	312	343	284	1934	308	403	611	158	450	402	2332	464	535	411	403	409	245	2467	244	266	185	204	216	178	1293	2491	2416	2327	1825	1607	1811	12477	195.9	167.1	183.4	155.3	175.4	177.7	1054.8	0.586	51	44	45	25	28	39	232	0.073611111	0	0	0	0	0	0	0	533	77	28.9	126	81	29.1	8.9	NA	y	27.5	63	5	36.47852559	60.43771598	57.84433108	51.58685755	20.625	-5.166666667	30
46126	50	WL	BrF49-26	45389	45384	97	97	21	0.571428571	6/21/2012	TestF50-10	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	3	27.9	3	28.1	1	28	3	28.6	0	28.7	5	29.6	3	2239	1645	1550	1625	1410	1435	9904	138.2	177.5	127.2	166.2	168.6	175.6	953.3	0.53	35	25	23	22	23	15	143	385	460	424	262	293	265	2089	279	345	518	288	324	410	2164	467	421	404	345	490	388	2515	239	171	158	146	203	139	1056	1981	1731	1065	1275	968	919	7939	152.7	163.6	155.7	138.1	218.2	189.1	1017.4	0.56522	47	30	17	26	28	24	172	0.035611111	0	0	0	0	0	0	0	426	77	35.4	113	82	38	9.4	NA	n	30.5	63	1	51.40355125	75.28732849	71.85230024	66.18105999	47.70833333	15.66666667	50
46127	50	AGR	BrF49-26	45389	45384	97	97	21	0.571428571	6/21/2012	TestF50-09	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	10	17.4	1	17.2	0	17.9	4	18.2	1	17.9	4	19.1	2	2289	1690	2224	2046	2010	2095	12354	169.5	213.5	154.2	190.9	155.2	129.1	1012.4	0.56	35	28	33	27	23	36	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	680	734	712	651	575	533	3885	303	188	260	266	258	234	1509	2564	2698	2189	2276	2445	2225	14397	172.7	184.7	158.4	190.8	206.8	144.5	1057.9	0.58772	41	44	32	44	48	37	246	0.025277778	0	8.8	0	0	0	0	0	NA	77	22.5	59	82	22.2	7.7	NA	y	19.4	63	1	18.27609428	49.81818182	38.86868687	35.65432099	40.08333333	20	41
46128	50	BR	BrF49-08	45322	45303	106	106	21	0.4	6/22/2012	TestF50-42	M	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Sep	Sep	Sep	66	9	41.1	7	40.8	0	39.7	7	39.5	0	39.3	7	40.2	7	1870	1737	2130	1296	1422	1382	9837	128	109.4	129.5	180.2	117.2	118.1	782.4	0.43	24	30	41	22	21	23	161	314	289	245	254	269	333	1704	249	280	152	132	178	138	1129	260	472	206	303	294	374	1909	228	250	200	151	130	98	1057	1558	1405	926	1319	884	677	6769	143.4	162.9	148.4	149.4	155.9	164.6	924.6	0.51367	30	22	18	24	19	11	124	0.079	0	0	0	0	0	0	0	205	89	42	114	94	43.2	8.7	NA	y	42.3	82	3	44.97720605	51.14266063	67.0694767	54.39644779	135.5	-15	83
46129	50	BR	BrF49-08	45322	45303	106	106	21	0.4	6/22/2012	TestF50-41	F	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Sep	Sep	Sep	66	9	27.9	2	26.3	0	26.2	8	26	0	26.4	6	27.3	7	1248	1512	1107	1274	1024	855	7020	78.4	150.6	157.9	58.2	129.5	141.3	905.8	0.5	37	33	30	24	31	24	179	531	676	755	698	614	625	3899	504	439	346	147	206	293	1935	688	801	766	884	714	797	4650	385	208	284	315	216	217	1625	1898	1601	1498	1162	998	1029	8186	187.2	209.9	158.2	155	182.8	198.2	1091.3	0.60628	28	23	17	22	16	15	121	0.103055556	0	0	0	0	0	0	0	751	89	31.8	71	94	31.5	8.1	NA	n	31.2	82	1	66.37972559	76.86067727	85.08101007	76.10713764	38.04166667	6.333333333	51
46130	50	AGL	BrF49-05	45311	45447	106	85	21	0.666666667	6/21/2012	TestF50-10	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	4	26.8	1	26.8	0	26.6	4	26.8	3	26.6	2	27.5	6	1650	1643	1242	1529	1203	1094	8361	166.5	138.5	173.3	134.8	154.7	120.3	888.1	0.49	17	20	15	22	16	17	107	382	375	373	322	407	266	2125	345	518	288	324	410	377	2262	407	469	416	406	426	335	2459	269	172	232	174	129	63	1039	2162	2060	2024	1675	1658	1167	10746	176.6	173.4	181.9	173.3	167.5	116	988.7	0.54928	41	44	40	32	33	30	220	0.055888889	0	0	0	0	0	0	0	334	77	33.3	96	82	36.7	8.5	NA	y	30.2	63	2	59.11895084	65.34749597	72.01165734	65.49270138	89.75	-87.83333333	26
46131	50	WR	BrF49-05	45311	45447	106	85	21	0.666666667	6/21/2012	TestF50-09	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	1	20.2	5	20.6	0	20.1	2	21.2	1	20.9	7	23.1	4	2886	2458	2737	2201	1833	2155	14270	147.5	169.2	186.2	164.6	170.5	190.4	1028.4	0.57	38	35	45	35	22	38	213	614	612	499	499	640	628	3492	450	402	279	345	518	288	2282	826	604	592	654	726	733	4135	308	305	268	203	325	242	1651	2751	2428	2198	1760	1390	1892	12419	185.4	200.1	149.4	151.7	177.9	146.8	1011.3	0.56183	50	32	36	24	17	32	191	-0.0095	0	0	0	0	0	0	0	NA	77	26.2	61	82	26.1	8	NA	n	24.7	63	2	12.92276423	7.961382114	43.02337398	21.30250678	45.29166667	40	61
46132	50	WR	BrF49-11	45310	45440	106	84	21	0.4	6/21/2012	TestF50-10	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	5	28.2	5	28.3	0	28.4	4	28.8	0	29	3	30.4	4	1864	1489	1427	1111	1163	553	7607	139.7	125.2	161.9	158.8	155	79.7	820.3	0.46	28	27	17	23	21	7	123	488	476	632	531	478	384	2989	518	288	324	410	377	358	2275	480	820	720	715	620	642	3997	342	323	240	170	219	111	1405	2215	2062	1327	1146	1032	1031	8813	165.7	169.2	192.6	199	174.1	132.1	1032.7	0.57372	53	46	32	21	20	22	194	0.118	0	0	0	0	0	0	0	1008	77	33	87	82	35	9.2	NA	n	31.5	63	3	-4.814088529	26.09462161	54.09728701	25.12594003	35.41666667	5.333333333	67
46133	50	AGR	BrF49-11	45310	45440	106	84	21	0.4	6/21/2012	TestF50-09	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	2	21.2	0	21.9	0	21.3	4	21.6	1	21.4	6	22.5	9	2251	1726	1958	2212	2102	1587	11836	146.2	160.6	174.7	155.8	101.4	137.3	876	0.49	29	22	33	33	28	24	169	467	406	510	468	503	543	2897	402	279	345	518	288	324	2156	509	543	520	615	707	581	3475	356	296	247	262	194	96	1451	3139	2769	2427	2306	1993	1424	14058	193.1	217	160.8	171.4	223.8	181.4	1147.5	0.6375	46	39	29	33	24	27	198	0.150833333	0	0	0	0	0	0	0	578	77	25.3	96	82	26.3	8.5	NA	n	23.8	63	3	47.2889604	50.45367136	44.49805738	47.41356305	49.75	31.5	46
46134	50	AGL	BrF49-10	45360	45464	98	84	21	0.5	6/21/2012	TestF50-12	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	10	27.5	3	29.1	0	28.5	6	28.6	1	28.7	6	29.5	6	1339	1092	1045	1296	1285	1058	7115	144.1	191	162	184.2	97.2	160.5	939	0.52	16	15	15	24	21	19	110	481	512	462	542	526	524	3047	NA	NA	NA	NA	NA	NA	NA	567	545	471	550	529	566	3228	300	338	290	250	204	252	1634	2970	2053	1722	1266	1167	1128	10306	188.3	203.1	191.1	177.1	206.3	197.5	1163.4	0.64633	43	21	23	14	14	14	129	0.124666667	0	0	0	0	0	0	0	181	77	33.2	125	82	34.7	8.9	NA	y	31	63	1	53.48200623	63.56590226	71.53163758	62.85984869	80.79166667	22.33333333	45
46135	50	WL	BrF49-10	45360	45464	98	84	21	0.5	6/21/2012	TestF50-11	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	6	21.3	1	21.5	0	21.5	4	21.4	1	21.7	3	22.9	3	1589	1756	1482	1508	1220	1593	9148	195.2	176.9	130.7	191.6	213.5	170.3	1078.2	0.6	6	23	33	23	19	28	132	476	517	446	378	416	554	2787	288	324	410	377	358	251	2008	553	414	320	334	304	373	2298	255	243	279	377	244	194	1592	2336	2090	1969	1321	1314	1936	10966	201.3	166.3	165.5	182.9	188.6	162	1066.6	0.59256	33	37	38	24	25	42	199	-0.006444444	0	0	0	0	0	0	0	-489	77	25.5	69	82	25.1	8.1	NA	n	23.5	63	1	50.23691068	64.13409145	82.51836058	65.62978757	68	-2.333333333	42
46136	50	AGR	BrF49-16	45431	45374	86	98	21	0.333333333	6/21/2012	TestF50-12	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	1	22.5	3	23.5	0	23.3	1	24.1	1	24.6	6	26.9	0	2045	1785	1627	1456	1466	1827	10206	186.4	183.7	162.2	149.7	186	121.5	989.5	0.55	31	30	29	26	19	28	163	424	368	377	359	395	373	2296	358	251	465	405	381	319	2179	565	493	484	494	442	472	2950	228	179	179	144	164	140	1034	2885	2753	2040	1639	1624	1269	12210	188.9	146.6	178.4	145.5	183.9	130.8	974.1	0.54117	53	42	30	35	36	20	216	-0.008555556	0	0	0	0	0	0	0	654	77	32.7	120	82	34.8	8.4	NA	n	29.3	63	2	67.17378538	71.32365032	65.80981091	68.10241553	39.66666667	-21	25
46137	50	BL	BrF49-16	45431	45374	86	98	21	0.333333333	6/21/2012	TestF50-11	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	7	22.2	0	22.3	3	21.9	5	22.5	0	22.7	6	23.2	9	1294	977	971	638	848	771	5499	139.1	139.7	166.1	109.5	160.9	147.9	863.2	0.48	34	31	27	12	25	22	151	265	330	264	310	210	195	1574	324	410	377	358	251	465	2185	488	374	378	439	248	280	2207	207	179	184	135	148	164	1017	1557	1298	811	734	911	743	6054	175.4	188.9	172.4	179.8	184.2	177.3	1078	0.59889	51	45	23	20	30	21	190	0.119333333	0	0	0	0	0	0	0	633	77	26	59	82	26.1	8.1	NA	n	24.5	63	2	32.1061008	45.67639257	51.66047745	43.14765694	27.58333333	-10	30
46138	50	WL	BrF49-27	45369	45444	98	85	21	0.230769231	6/21/2012	TestF50-12	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	2	25.3	2	25.9	1	25.8	5	26.4	0	26.6	6	29.1	1	2151	1484	1215	1273	1272	1361	8756	156.9	172.5	183.8	155.1	171	170.8	1010.1	0.56	24	22	19	29	27	17	138	336	413	380	405	471	439	2444	251	465	405	381	319	297	2118	474	352	372	438	419	427	2482	349	217	220	148	214	252	1400	2311	1901	1661	1435	1703	1435	10446	185.6	196.6	191.5	169.1	113	134.5	990.3	0.55017	37	30	36	26	22	25	176	-0.011	0	0	0	0	0	0	0	38	77	32.6	93	82	34.4	8.8	NA	n	29.6	63	3	37.18913983	49.86046395	54.32286552	47.12415644	126.9166667	26	37
46139	50	BR	BrF49-27	45369	45444	98	85	21	0.230769231	6/21/2012	TestF50-11	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	8	19.8	4	21	1	22.2	7	22.7	3	22.8	7	23.4	5	1363	1500	1025	877	1389	1484	7638	170.5	162.1	192.2	208.7	134.7	171.6	1039.8	0.58	21	28	14	20	30	30	143	371	241	234	420	352	360	1978	410	377	358	251	465	405	2266	456	315	292	458	418	348	2287	241	184	194	198	149	190	1156	1780	1306	1095	1069	1227	894	7371	154.2	162.2	147.3	150.3	107.6	91.5	813.1	0.45172	29	21	25	26	26	13	140	-0.125944444	0	0	0	0	0	0	0	309	77	21.9	60	82	22.1	8	NA	n	21.7	63	3	54.14486124	61.72816721	73.99359141	63.28887329	60.20833333	1.666666667	38
46140	50	BL	BrF49-29	45463	45450	86	85	21	0.727272727	6/21/2012	TestF50-12	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	3	23.1	7	23.7	0	23.2	4	24.8	1	25.6	8	27.9	8	2115	1573	1415	1590	1554	1261	9508	112.8	148.5	108.2	180.4	133.1	195.1	878.1	0.49	32	28	15	20	17	19	131	613	461	470	388	431	416	2779	465	405	381	319	297	333	2200	612	389	398	442	403	406	2650	339	219	241	176	182	126	1283	1937	1754	1079	798	911	896	7375	178.2	226.7	180.7	168.7	206.7	133.5	1094.5	0.60806	31	30	20	15	15	20	131	0.120222222	0	0	0	0	0	0	0	-129	77	31	60	82	33.3	8.2	NA	n	26.9	63	4	-14.56607365	11.440958	38.39171006	11.75553147	46.45833333	8.166666667	67
46141	50	AGR	BrF49-29	45463	45450	86	85	21	0.727272727	6/21/2012	TestF50-11	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	9	19.4	1	20.2	0	20.7	7	21	1	21.4	6	21.4	3	3249	2493	2524	2181	1915	1986	14348	163.8	172.8	142.3	167.7	127.3	139.1	913	0.51	33	20	17	26	17	23	136	468	489	412	382	452	394	2597	377	358	251	465	405	381	2237	509	361	405	344	298	332	2249	244	184	90	109	111	120	858	2659	2052	1544	1315	1559	1365	10494	160.9	195.2	157.2	167.8	165.6	148.4	995.1	0.55283	38	36	36	35	34	33	212	0.045611111	0	0	0	0	0	0	0	-348	77	23.6	46	82	22.5	7.2	NA	y	19.5	63	4	35.09246259	64.64599462	74.12411248	57.9541899	36.41666667	-0.833333333	30
46142	50	WR	BrF49-32	45398	45488	97	69	21	0.25	6/21/2012	TestF50-14	M	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	8	24.8	5	26.1	0	26.3	5	26.6	0	26.5	6	27.1	4	1502	1144	1177	1169	1233	653	6878	140.7	187.1	121.2	152.3	138	60.8	800.1	0.44	25	22	14	22	27	17	127	283	240	243	295	289	279	1629	333	348	540	499	360	619	2699	495	437	278	379	352	389	2330	355	312	228	206	141	178	1420	1547	1576	1277	1079	1457	1097	8033	183.3	154	173.7	133.9	113.1	157.2	915.2	0.50844	27	30	26	21	29	21	154	0.063944444	0	0	0	0	0	0	0	701	77	28.6	92	82	29.3	8.6	NA	y	28.7	63	1	58.00699301	69.26573427	68.00699301	65.09324009	22.66666667	-17.83333333	43
46143	50	BL	BrF49-32	45398	45488	95	96	21	0.5	6/21/2012	TestF50-13	F	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	4	17.3	5	17	1	17.2	5	18	0	18	8	19.1	9	2350	1716	1520	1858	1763	1931	11138	159.8	136.4	86.2	114.2	115.5	137.6	749.7	0.42	27	27	16	29	31	31	161	446	340	278	236	318	323	1941	405	381	319	297	333	348	2083	559	353	357	402	443	388	2502	266	186	173	182	241	180	1228	3001	1739	2046	1454	1823	1745	11808	182.8	197.1	151.2	217.2	186.4	192.2	1126.9	0.62606	42	19	21	18	24	23	147	0.209555556	0	0	0	0	0	0	0	561	77	20.4	72	82	22.1	7.7	NA	n	19.6	63	1	24.9557783	37.72995283	63.64386792	42.10986635	67.04166667	7.5	48
